age,dob,age_cat,Age Category
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
21,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1994,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
22,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1993,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
23,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1992,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
24,1991,25,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1991,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
25,1990,25 - 45,
